name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,operation_count,total_direct_kernel_time_mean,total_subtree_kernel_time_mean,total_direct_kernel_time_median,total_subtree_kernel_time_median,total_direct_kernel_time_std,total_subtree_kernel_time_std,total_direct_kernel_time_min,total_subtree_kernel_time_min,total_direct_kernel_time_max,total_subtree_kernel_time_max,total_direct_kernel_time_sum,total_subtree_kernel_time_sum,ex_UID,kernel_details_summary,trunc_kernel_details,Percentage (%),Cumulative Percentage (%)
aiter::dynamic_per_token_scaled_quant,GroupQuant,Unknown,Unknown,Unknown,"((8192, 6144), (393216, 128), (8192, 48), (), (), (), ())","('c10::Float8_e4m3fnuz', 'c10::BFloat16', 'float', '', 'Scalar', '', 'Scalar')","((6144, 1), (128, 1), (48, 1), (), (), (), ())","('', '', '', '', 'False', '', '1')",612,38.652779373468135,38.652779373468135,38.5732421875,38.5732421875,1.3678280936110967,1.3678280936110967,35.44482421875,35.44482421875,48.798828125,48.798828125,23655.5009765625,23655.5009765625,5536325,"[{'name': '_ZN5aiter37dynamic_per_group_scaled_quant_kernelIDF16bDB8_Li32ELi128ELb0ELi64ELb0EEEvPT0_PfPKT_PKfliilPKii', 'stream': 4, 'count': 612, 'total_duration_us': np.float64(23655.506), 'mean_duration_us': np.float64(38.65278758169935), 'median_duration_us': np.float64(38.573), 'std_dev_duration_us': np.float64(1.3667109882731978), 'min_duration_us': np.float64(35.445), 'max_duration_us': np.float64(48.799)}]","[{'name': '_ZN5aiter37dynamic_per_group_scaled_quant_kernelIDF16bDB8_Li32EL...', 'stream': 4, 'mean_duration_us': np.float64(38.65)}]",0.23621134199727709,91.35974633551375
vllm::rocm_aiter_rmsnorm_fp8_group_quant,RMSNorm,Unknown,Unknown,Unknown,"((128, 2048), (2048,), (), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar', 'Scalar')","((2624, 1), (1,), (), ())","('', '', '1.0000000000000001e-05', '128')",4212,5.573625323666014,5.573625323666014,5.69287109375,5.69287109375,0.3254656517850216,0.3254656517850216,4.25,4.25,7.89794921875,7.89794921875,23476.10986328125,23476.10986328125,8013558,"[{'name': '_fused_rms_fp8_group_quant_kernel', 'stream': 4, 'count': 4212, 'total_duration_us': np.float64(23476.251), 'mean_duration_us': np.float64(5.573658831908832), 'median_duration_us': np.float64(5.693), 'std_dev_duration_us': np.float64(0.32542046537264047), 'min_duration_us': np.float64(4.25), 'max_duration_us': np.float64(7.898)}]","[{'name': '_fused_rms_fp8_group_quant_kernel', 'stream': 4, 'mean_duration_us': np.float64(5.57)}]",0.2344200370634888,91.59416637257723
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((128, 2048), (2048, 2048), (128, 16), (16, 16), (128, 2048), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((2048, 1), (2304, 1), (16, 1), (16, 1), (2048, 1), (), ())","('', '', '', '', '', '0', '')",2106,11.024389486140787,11.024389486140787,11.22705078125,11.22705078125,0.698399511514307,0.698399511514307,8.6201171875,8.6201171875,12.14794921875,12.14794921875,23217.3642578125,23217.3642578125,8014088,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 16, 64, 256, 16, 16, 16, 16, 1, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 16, 1, 16>, ck::Sequence<4>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 16, 64, 256, 16, 16, 16, 16, 1, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 16, 1, 16>, ck::Sequence<4>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(23217.369), 'mean_duration_us': np.float64(11.024391737891737), 'median_duration_us': np.float64(11.227), 'std_dev_duration_us': np.float64(0.6982261046180558), 'min_duration_us': np.float64(8.62), 'max_duration_us': np.float64(12.148)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(11.02)}]",0.23183634007206905,91.8260027126493
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((128, 2048), (4096, 2048), (128, 16), (32, 16), (128, 4096), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((2048, 1), (2304, 1), (16, 1), (16, 1), (4096, 1), (), ())","('', '', '', '', '', '0', '')",2106,10.623280350412513,10.623280350412513,10.625,10.625,0.15488250108159318,0.15488250108159318,10.18408203125,10.18408203125,11.14697265625,11.14697265625,22372.62841796875,22372.62841796875,8013967,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 32, 64, 256, 16, 16, 16, 16, 2, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 2, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 32, 64, 256, 16, 16, 16, 16, 2, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 2, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(22372.67), 'mean_duration_us': np.float64(10.62330009496676), 'median_duration_us': np.float64(10.625), 'std_dev_duration_us': np.float64(0.15478422370165354), 'min_duration_us': np.float64(10.184), 'max_duration_us': np.float64(11.147)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(10.62)}]",0.22340125401912997,92.04940396666842
_C::top_k_per_row_prefill,other,Unknown,Unknown,Unknown,"((2136, 7852), (2136,), (2136,), (2136, 2048), (), (), (), ())","('float', 'int', 'int', 'int', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((7852, 1), (1,), (1,), (2048, 1), (), (), (), ())","('', '', '', '', '2136', '7852', '1', '2048')",234,95.5911625267094,95.5911625267094,88.195556640625,88.195556640625,86.03168644163615,86.03168644163615,15.716796875,15.716796875,741.73583984375,741.73583984375,22368.33203125,22368.33203125,6107386,"[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 234, 'total_duration_us': np.float64(22368.326999999997), 'mean_duration_us': np.float64(95.59114102564101), 'median_duration_us': np.float64(88.19550000000001), 'std_dev_duration_us': np.float64(85.8476612346223), 'min_duration_us': np.float64(15.717), 'max_duration_us': np.float64(741.736)}]","[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(95.59)}]",0.2233583525699668,92.27276231923838
aiter::moe_sorting_opus_fwd,MoE_aux,Unknown,Unknown,Unknown,"((128, 8), (128, 8), (9208,), (9208,), (288,), (2,), (128, 6144), (), (), (), (), (132352,), (), (), (), ())","('int', 'float', 'int', 'float', 'int', 'int', 'c10::BFloat16', 'Scalar', 'Scalar', '', '', 'unsigned char', 'Scalar', '', '', '')","((8, 1), (8, 1), (1,), (1,), (1,), (1,), (6144, 1), (), (), (), (), (1,), (), (), (), ())","('', '', '', '', '', '', '', '256', '32', '', '', '', '0', '', '', '')",2025,10.58914737654321,10.58914737654321,10.583984375,10.583984375,0.2711816244980624,0.2711816244980624,9.380859375,9.380859375,11.505859375,11.505859375,21443.0234375,21443.0234375,8020731,"[{'name': 'void aiter::opus_moe_sorting_entry<aiter::MoeSortingMultiPhaseKernel_P0_v2<aiter::MoeSortingProblemMp<int, float, int, 1, false, false, true> >, aiter::MoeSortingMultiPhaseKernel_P0_v2<aiter::MoeSortingProblemMp<int, float, int, 1, false, false, true> >::Kargs>(aiter::MoeSortingMultiPhaseKernel_P0_v2<aiter::MoeSortingProblemMp<int, float, int, 1, false, false, true> >::Kargs)', 'stream': 4, 'count': 2025, 'total_duration_us': np.float64(10712.726), 'mean_duration_us': np.float64(5.290235061728396), 'median_duration_us': np.float64(5.292), 'std_dev_duration_us': np.float64(0.1348401524817163), 'min_duration_us': np.float64(4.651), 'max_duration_us': np.float64(5.934)}, {'name': 'void aiter::opus_moe_sorting_entry<aiter::MoeSortingMultiPhaseKernel_P23<aiter::MoeSortingProblemMp<int, float, int, 1, false, false, true> >, aiter::MoeSortingMultiPhaseKernel_P23<aiter::MoeSortingProblemMp<int, float, int, 1, false, false, true> >::Kargs>(aiter::MoeSortingMultiPhaseKernel_P23<aiter::MoeSortingProblemMp<int, float, int, 1, false, false, true> >::Kargs)', 'stream': 4, 'count': 2025, 'total_duration_us': np.float64(10730.304), 'mean_duration_us': np.float64(5.298915555555555), 'median_duration_us': np.float64(5.292), 'std_dev_duration_us': np.float64(0.16839295102692264), 'min_duration_us': np.float64(4.65), 'max_duration_us': np.float64(5.853)}]","[{'name': 'void aiter::opus_moe_sorting_entry<aiter::MoeSortingMultiPhaseKe...', 'stream': 4, 'mean_duration_us': np.float64(5.29)}, {'name': 'void aiter::opus_moe_sorting_entry<aiter::MoeSortingMultiPhaseKe...', 'stream': 4, 'mean_duration_us': np.float64(5.3)}]",0.21411870954114848,92.48688102877954
_C::top_k_per_row_prefill,other,Unknown,Unknown,Unknown,"((2098, 7994), (2098,), (2098,), (2098, 2048), (), (), (), ())","('float', 'int', 'int', 'int', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((7994, 1), (1,), (1,), (2048, 1), (), (), (), ())","('', '', '', '', '2098', '7994', '1', '2048')",234,89.70916800213675,89.70916800213675,86.349853515625,86.349853515625,73.82049028088848,73.82049028088848,17.52197265625,17.52197265625,618.15283203125,618.15283203125,20991.9453125,20991.9453125,7378399,"[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 234, 'total_duration_us': np.float64(20991.947), 'mean_duration_us': np.float64(89.70917521367521), 'median_duration_us': np.float64(86.35), 'std_dev_duration_us': np.float64(73.66257902941067), 'min_duration_us': np.float64(17.522), 'max_duration_us': np.float64(618.153)}]","[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(89.71)}]",0.20961448156654616,92.69649551034608
_C::top_k_per_row_prefill,other,Unknown,Unknown,Unknown,"((2117, 7923), (2117,), (2117,), (2117, 2048), (), (), (), ())","('float', 'int', 'int', 'int', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((7923, 1), (1,), (1,), (2048, 1), (), (), (), ())","('', '', '', '', '2117', '7923', '1', '2048')",234,88.80869391025641,88.80869391025641,87.994140625,87.994140625,70.18302362071188,70.18302362071188,17.0810546875,17.0810546875,590.64599609375,590.64599609375,20781.234375,20781.234375,6742873,"[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 234, 'total_duration_us': np.float64(20781.231), 'mean_duration_us': np.float64(88.80867948717949), 'median_duration_us': np.float64(87.994), 'std_dev_duration_us': np.float64(70.03289509562056), 'min_duration_us': np.float64(17.081), 'max_duration_us': np.float64(590.646)}]","[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(88.81)}]",0.20751043340583747,92.90400594375193
aten::mm,GEMM,Unknown,Unknown,Unknown,"((8192, 6144), (6144, 160))","('c10::BFloat16', 'c10::BFloat16')","((6144, 1), (1, 6144))","('', '')",312,61.97830434945914,61.97830434945914,61.9306640625,61.9306640625,1.7299999626104592,1.7299999626104592,57.94091796875,57.94091796875,71.173828125,71.173828125,19337.23095703125,19337.23095703125,5536348,"[{'name': 'Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT64x96x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT4_3_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA0_WSGRB0_WS64_WG16_8_2', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(19337.233), 'mean_duration_us': np.float64(61.9783108974359), 'median_duration_us': np.float64(61.9305), 'std_dev_duration_us': np.float64(1.7272340186743258), 'min_duration_us': np.float64(57.941), 'max_duration_us': np.float64(71.174)}]","[{'name': 'Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT64x96x128_MI16x16...', 'stream': 4, 'mean_duration_us': np.float64(61.98)}]",0.19309137774749396,93.09709732149942
_C::top_k_per_row_prefill,other,Unknown,Unknown,Unknown,"((2079, 8069), (2079,), (2079,), (2079, 2048), (), (), (), ())","('float', 'int', 'int', 'int', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((8069, 1), (1,), (1,), (2048, 1), (), (), (), ())","('', '', '', '', '2079', '8069', '1', '2048')",234,81.79461513421474,81.79461513421474,80.014892578125,80.014892578125,64.14555597100667,64.14555597100667,16.1591796875,16.1591796875,560.93310546875,560.93310546875,19139.93994140625,19139.93994140625,5536415,"[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 234, 'total_duration_us': np.float64(19139.941), 'mean_duration_us': np.float64(81.79461965811966), 'median_duration_us': np.float64(80.015), 'std_dev_duration_us': np.float64(64.0083387207576), 'min_duration_us': np.float64(16.159), 'max_duration_us': np.float64(560.933)}]","[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(81.79)}]",0.19112133384054142,93.28821865533996
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((8192, 6144), (8192, 6144), ())","('float', 'c10::BFloat16', 'Scalar')","((6144, 1), (6144, 1), ())","('', '', 'False')",300,63.386419270833336,63.386419270833336,62.63232421875,62.63232421875,8.813099222301148,8.813099222301148,60.30615234375,60.30615234375,212.47998046875,212.47998046875,19015.92578125,19015.92578125,5537490,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(19015.928), 'mean_duration_us': np.float64(63.386426666666665), 'median_duration_us': np.float64(62.6325), 'std_dev_duration_us': np.float64(8.798399965028995), 'min_duration_us': np.float64(60.306), 'max_duration_us': np.float64(212.48)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 4, 'mean_duration_us': np.float64(63.39)}]",0.18988299392010613,93.47810164926007
aten::mm,GEMM,Unknown,Unknown,Unknown,"((128, 6144), (6144, 160))","('c10::BFloat16', 'c10::BFloat16')","((6144, 1), (1, 6144))","('', '')",2106,8.547497060110992,8.547497060110992,8.5,8.5,0.17273124898012052,0.17273124898012052,8.13916015625,8.13916015625,9.22119140625,9.22119140625,18001.02880859375,18001.02880859375,8014024,"[{'name': 'Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x512_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT1_1_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO1_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(18001.053), 'mean_duration_us': np.float64(8.547508547008547), 'median_duration_us': np.float64(8.5), 'std_dev_duration_us': np.float64(0.17266293809864222), 'min_duration_us': np.float64(8.139), 'max_duration_us': np.float64(9.221)}]","[{'name': 'Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x512_MI16x16...', 'stream': 4, 'mean_duration_us': np.float64(8.55)}]",0.17974876864465636,93.65785041790473
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((4096, 6144), (2624, 6144), (4096, 48), (21, 48), (4096, 2624), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((6144, 1), (6400, 1), (48, 1), (48, 1), (2624, 1), (), ())","('', '', '', '', '', '0', '')",78,226.1255821814904,226.1255821814904,223.386474609375,223.386474609375,8.534253413061274,8.534253413061274,217.1708984375,217.1708984375,252.77783203125,252.77783203125,17637.79541015625,17637.79541015625,4961982,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)2, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)2, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(17637.797000000002), 'mean_duration_us': np.float64(226.1256025641026), 'median_duration_us': np.float64(223.3865), 'std_dev_duration_us': np.float64(8.47938698700431), 'min_duration_us': np.float64(217.171), 'max_duration_us': np.float64(252.778)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(226.13)}]",0.17612171172507715,93.8339721296298
