name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,operation_count,total_direct_kernel_time_mean,total_subtree_kernel_time_mean,total_direct_kernel_time_median,total_subtree_kernel_time_median,total_direct_kernel_time_std,total_subtree_kernel_time_std,total_direct_kernel_time_min,total_subtree_kernel_time_min,total_direct_kernel_time_max,total_subtree_kernel_time_max,total_direct_kernel_time_sum,total_subtree_kernel_time_sum,ex_UID,kernel_details_summary,trunc_kernel_details,Percentage (%),Cumulative Percentage (%)
vllm::unified_mla_attention_with_output,other,Unknown,Unknown,Unknown,"((128, 8, 256), (128, 512), (128, 1, 64), (128, 2048), (), (), (), (0,), (), (), (), ())","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', '', '', '', 'c10::BFloat16', '', '', '', '')","((2048, 256, 1), (512, 1), (64, 64, 1), (2048, 1), (), (), (), (1,), (), (), (), ())","('', '', '', '', '', '', '', '', '', '', '', '')",2106,23.75492964669397,102.63028878613189,23.7353515625,102.60595703125,0.2464054094690163,0.9763091808819001,22.89208984375,99.517578125,26.060546875,106.6142578125,50027.8818359375,216139.38818359375,289,"[{'name': '_convert_req_index_to_global_index_kernel', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(10592.327), 'mean_duration_us': np.float64(5.029594966761633), 'median_duration_us': np.float64(5.012), 'std_dev_duration_us': np.float64(0.1422673230883715), 'min_duration_us': np.float64(4.409), 'max_duration_us': np.float64(6.735)}, {'name': '_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tensor_quant_kernel_HAS_BIAS_0_BLOCK_SIZE_M_32_BLOCK_SIZE_N_128_BLOCK_SIZE_K_128_GROUP_SIZE_M_1_EVEN_K_0_EVEN_MN_0_cache_modifier_CG', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(17093.119), 'mean_duration_us': np.float64(8.116390788224122), 'median_duration_us': np.float64(8.099), 'std_dev_duration_us': np.float64(0.09134942613357928), 'min_duration_us': np.float64(7.859), 'max_duration_us': np.float64(8.54)}, {'name': '_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tensor_quant_kernel_HAS_BIAS_0_BLOCK_SIZE_M_32_BLOCK_SIZE_N_128_BLOCK_SIZE_K_128_GROUP_SIZE_M_1_EVEN_K_1_EVEN_MN_0_cache_modifier_CG', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(22342.291), 'mean_duration_us': np.float64(10.608875118708452), 'median_duration_us': np.float64(10.585), 'std_dev_duration_us': np.float64(0.18303973402986254), 'min_duration_us': np.float64(10.184), 'max_duration_us': np.float64(12.95)}]","[{'name': '_convert_req_index_to_global_index_kernel', 'stream': 4, 'mean_duration_us': np.float64(5.03)}, {'name': '_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tens...', 'stream': 4, 'mean_duration_us': np.float64(8.12)}, {'name': '_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tens...', 'stream': 4, 'mean_duration_us': np.float64(10.61)}]",0.4995520119170695,88.23201365377514
triton_poi_fused_2,triton,Unknown,Unknown,Unknown,"((8192, 4096), (8192,), (202752, 64), (8192, 2048), (8192, 32, 128), (8192, 8, 256), (), ())","('c10::BFloat16', 'long int', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar', 'Scalar')","((4096, 1), (1,), (64, 1), (2048, 1), (4096, 128, 1), (2048, 256, 1), (), ())","('', '', '', '', '', '', '33554432', '16777216')",300,132.94096516927084,132.94096516927084,132.96484375,132.96484375,3.9322401828097746,3.9322401828097746,120.5751953125,120.5751953125,144.31201171875,144.31201171875,39882.28955078125,39882.28955078125,5536354,"[{'name': 'triton_poi_fused_2', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(39882.29), 'mean_duration_us': np.float64(132.94096666666667), 'median_duration_us': np.float64(132.965), 'std_dev_duration_us': np.float64(3.9256833671207993), 'min_duration_us': np.float64(120.575), 'max_duration_us': np.float64(144.312)}]","[{'name': 'triton_poi_fused_2', 'stream': 4, 'mean_duration_us': np.float64(132.94)}]",0.39824348450907254,88.63025713828421
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((8192, 8, 2, 576), (8192, 8, 2, 576), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'Scalar')","((9216, 1152, 576, 1), (4608, 576, 0, 1), ())","('', '', 'False')",312,114.6037347255609,114.6037347255609,114.61962890625,114.61962890625,8.07771615775666,8.07771615775666,102.72998046875,102.72998046875,239.5849609375,239.5849609375,35756.365234375,35756.365234375,5536556,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fnuz)#1}>(at::TensorIteratorBase&, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fnuz)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fnuz)#1}>(at::TensorIteratorBase&, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fnuz)#1} const&)::{lambda(int, bool)#1})', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(35756.365), 'mean_duration_us': np.float64(114.60373397435897), 'median_duration_us': np.float64(114.61949999999999), 'std_dev_duration_us': np.float64(8.06475463583869), 'min_duration_us': np.float64(102.73), 'max_duration_us': np.float64(239.585)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 4, 'mean_duration_us': np.float64(114.6)}]",0.357044182886878,88.98730132117109
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((8192, 2048), (2048, 2048), (8192, 16), (16, 16), (8192, 2048), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((2048, 1), (2304, 1), (16, 1), (16, 1), (2048, 1), (), ())","('', '', '', '', '', '0', '')",312,111.40696833683894,111.40696833683894,110.9306640625,110.9306640625,3.628135536830424,3.628135536830424,105.97802734375,105.97802734375,133.24609375,133.24609375,34758.97412109375,34758.97412109375,5536353,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(34758.971000000005), 'mean_duration_us': np.float64(111.40695833333335), 'median_duration_us': np.float64(110.9305), 'std_dev_duration_us': np.float64(3.6223281490524486), 'min_duration_us': np.float64(105.978), 'max_duration_us': np.float64(133.246)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(111.41)}]",0.34708476187957205,89.33438608305066
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((8192, 6144), (512, 6144), (8192, 48), (4, 48), (8192, 512), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((6144, 1), (6400, 1), (48, 1), (48, 1), (512, 1), (), ())","('', '', '', '', '', '0', '')",300,96.8769873046875,96.8769873046875,96.294921875,96.294921875,8.631566172967217,8.631566172967217,88.89697265625,88.89697265625,233.89208984375,233.89208984375,29063.09619140625,29063.09619140625,5537508,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 64, 128, 128, 16, 16, 32, 32, 1, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 64, 128, 128, 16, 16, 32, 32, 1, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(29063.095), 'mean_duration_us': np.float64(96.87698333333334), 'median_duration_us': np.float64(96.295), 'std_dev_duration_us': np.float64(8.61715193029125), 'min_duration_us': np.float64(88.897), 'max_duration_us': np.float64(233.892)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(96.88)}]",0.29020873245380807,89.62459481550447
aten::mm,GEMM,Unknown,Unknown,Unknown,"((128, 6144), (6144, 256))","('float', 'float')","((6144, 1), (1, 6144))","('', '')",2025,13.132245852623457,13.132245852623457,13.11083984375,13.11083984375,0.17536731136748876,0.17536731136748876,12.669921875,12.669921875,13.79296875,13.79296875,26592.7978515625,26592.7978515625,8019638,"[{'name': 'Cijk_Alik_Bljk_S_B_Bias_HA_S_SAV_UserArgs_MT32x32x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB4_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB1024_LBSPPM0_LPA8_LPB8_LPM0_LRVW4_LWPMn1_MIAV0_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW2_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA2_VWB2_WSGRA0_WSGRB0_WS64_WG16_4_4', 'stream': 4, 'count': 2025, 'total_duration_us': np.float64(26592.875), 'mean_duration_us': np.float64(13.132283950617284), 'median_duration_us': np.float64(13.111), 'std_dev_duration_us': np.float64(0.1753284772294635), 'min_duration_us': np.float64(12.67), 'max_duration_us': np.float64(13.793)}]","[{'name': 'Cijk_Alik_Bljk_S_B_Bias_HA_S_SAV_UserArgs_MT32x32x128_MI16x16x1_...', 'stream': 4, 'mean_duration_us': np.float64(13.13)}]",0.26554163761754684,89.89013645312201
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((8192, 256), (6144, 256), (8192, 2), (48, 2), (8192, 6144), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((256, 1), (256, 1), (2, 1), (2, 1), (6144, 1), (), ())","('', '', '', '', '', '0', '')",300,85.1213623046875,85.1213623046875,85.0869140625,85.0869140625,2.483713956275295,2.483713956275295,79.35302734375,79.35302734375,92.10498046875,92.10498046875,25536.40869140625,25536.40869140625,5537527,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 64, 64, 128, 16, 16, 32, 32, 1, 1, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, false, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 64, 64, 128, 16, 16, 32, 32, 1, 1, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(25536.41), 'mean_duration_us': np.float64(85.12136666666666), 'median_duration_us': np.float64(85.087), 'std_dev_duration_us': np.float64(2.479580856829548), 'min_duration_us': np.float64(79.353), 'max_duration_us': np.float64(92.105)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(85.12)}]",0.25499309326673747,90.14512954638874
_C::top_k_per_row_prefill,other,Unknown,Unknown,Unknown,"((1921, 8731), (1921,), (1921,), (1921, 2048), (), (), (), ())","('float', 'int', 'int', 'int', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((8731, 1), (1,), (1,), (2048, 1), (), (), (), ())","('', '', '', '', '1921', '8731', '1', '2048')",156,161.7891845703125,161.7891845703125,128.513427734375,128.513427734375,103.293640946826,103.293640946826,51.76611328125,51.76611328125,733.716796875,733.716796875,25239.11279296875,25239.11279296875,4962070,"[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 156, 'total_duration_us': np.float64(25239.117), 'mean_duration_us': np.float64(161.78921153846153), 'median_duration_us': np.float64(128.51350000000002), 'std_dev_duration_us': np.float64(102.96205029194319), 'min_duration_us': np.float64(51.766), 'max_duration_us': np.float64(733.717)}]","[{'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(161.79)}]",0.252024453405346,90.39715399979409
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((128, 2048), (6144, 2048), (128, 16), (48, 16), (128, 6144), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((2048, 1), (2304, 1), (16, 1), (16, 1), (6144, 1), (), ())","('', '', '', '', '', '0', '')",2106,11.846005924293685,11.846005924293685,11.7880859375,11.7880859375,0.23615687794543594,0.23615687794543594,11.466796875,11.466796875,13.51220703125,13.51220703125,24947.6884765625,24947.6884765625,8014574,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 64, 64, 256, 16, 16, 32, 32, 1, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 64, 64, 256, 16, 16, 32, 32, 1, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(24947.591), 'mean_duration_us': np.float64(11.845959639126306), 'median_duration_us': np.float64(11.788), 'std_dev_duration_us': np.float64(0.23610504322954706), 'min_duration_us': np.float64(11.467), 'max_duration_us': np.float64(13.512)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(11.85)}]",0.2491144440617619,90.64626844385585
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((128, 6144), (512, 6144), (128, 48), (4, 48), (128, 512), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((6144, 1), (6400, 1), (48, 1), (48, 1), (512, 1), (), ())","('', '', '', '', '', '3', '')",2025,11.90698543595679,11.90698543595679,11.90673828125,11.90673828125,0.16662262901900393,0.16662262901900393,11.18505859375,11.18505859375,14.07177734375,14.07177734375,24111.6455078125,24111.6455078125,8019853,"[{'name': '__amd_rocclr_fillBufferAligned', 'stream': 4, 'count': 2025, 'total_duration_us': np.float64(10373.074), 'mean_duration_us': np.float64(5.122505679012346), 'median_duration_us': np.float64(5.092), 'std_dev_duration_us': np.float64(0.1570274870719896), 'min_duration_us': np.float64(4.249), 'max_duration_us': np.float64(7.257)}, {'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 16, 64, 256, 16, 16, 16, 16, 1, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 16, 1, 16>, ck::Sequence<4>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)1, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 16, 64, 256, 16, 16, 16, 16, 1, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 16, 1, 16>, ck::Sequence<4>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 2025, 'total_duration_us': np.float64(13738.814999999999), 'mean_duration_us': np.float64(6.784599999999999), 'median_duration_us': np.float64(6.776), 'std_dev_duration_us': np.float64(0.06973272430864987), 'min_duration_us': np.float64(6.575), 'max_duration_us': np.float64(7.216)}]","[{'name': '__amd_rocclr_fillBufferAligned', 'stream': 4, 'mean_duration_us': np.float64(5.12)}, {'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(6.78)}]",0.24076616042949017,90.88703460428533
triton_poi_fused_add_0,triton,Unknown,Unknown,Unknown,"((8192, 6144), (8192, 6144), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((6144, 1), (6144, 1), ())","('', '', '50331648')",300,78.9481591796875,78.9481591796875,78.8720703125,78.8720703125,2.494896439598545,2.494896439598545,72.81787109375,72.81787109375,90.380859375,90.380859375,23684.44775390625,23684.44775390625,5537576,"[{'name': 'triton_poi_fused_add_0', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(23684.447), 'mean_duration_us': np.float64(78.94815666666666), 'median_duration_us': np.float64(78.872), 'std_dev_duration_us': np.float64(2.4907396462608364), 'min_duration_us': np.float64(72.818), 'max_duration_us': np.float64(90.381)}]","[{'name': 'triton_poi_fused_add_0', 'stream': 4, 'mean_duration_us': np.float64(78.95)}]",0.23650038923113773,91.12353499351647
